0,1,2,3,4,5,6,7,8,9,10
citrus fruit,tropical fruit,soda,coffee,domestic eggs,,,,,,
domestic eggs,roll products ,oil,,,,,,,,
butter,berries,,,,,,,,,
yogurt,ham,other vegetables,soda,other vegetables,newspapers,nut snack,canned beer,,,
pip fruit,soda,condensed milk,,,,,,,,
newspapers,rolls/buns,,,,,,,,,
pork,mayonnaise,,,,,,,,,
rum,yogurt,,,,,,,,,
berries,tropical fruit,rolls/buns,pastry,rolls/buns,whole milk,frozen vegetables,,,,
frozen vegetables,pastry,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
canned beer,specialty chocolate,other vegetables,cream cheese ,,,,,,,
meat,root vegetables,,,,,,,,,
other vegetables,soda,,,,,,,,,
curd,salty snack,,,,,,,,,
frankfurter,Instant food products,,,,,,,,,
herbs,white bread,,,,,,,,,
pip fruit,brown bread,,,,,,,,,
yogurt,flour,,,,,,,,,
tropical fruit,bottled water,semi-finished bread,,,,,,,,
pastry,whole milk,,,,,,,,,
ham,rolls/buns,,,,,,,,,
newspapers,specialty chocolate,,,,,,,,,
ham,red/blush wine,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
soda,shopping bags,,,,,,,,,
domestic eggs,dessert,,,,,,,,,
sausage,other vegetables,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
whipped/sour cream,candy,butter,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
bottled water,bottled beer,,,,,,,,,
pork,curd,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
pork,cake bar,,,,,,,,,
canned beer,other vegetables,waffles,oil,,,,,,,
butter,whole milk,,,,,,,,,
citrus fruit,whipped/sour cream,liquor,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
pastry,soda,,,,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
soft cheese,sliced cheese,soda,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,
newspapers,canned beer,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
pip fruit,pastry,,,,,,,,,
cream,newspapers,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
bottled water,newspapers,specialty bar,bottled water,,,,,,,
sausage,rolls/buns,,,,,,,,,
misc. beverages,whole milk,long life bakery product,,,,,,,,
pot plants,frozen dessert,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
cream cheese ,semi-finished bread,,,,,,,,,
whole milk,napkins,,,,,,,,,
rolls/buns,yogurt,domestic eggs,white bread,,,,,,,
yogurt,tidbits,,,,,,,,,
honey,salty snack,,,,,,,,,
ham,tropical fruit,,,,,,,,,
citrus fruit,soda,white bread,,,,,,,,
beef,whole milk,frozen meals,,,,,,,,
brown bread,soda,butter,shopping bags,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
sausage,grapes,,,,,,,,,
citrus fruit,beef,,,,,,,,,
canned beer,butter,,,,,,,,,
bottled water,bottled water,,,,,,,,,
pastry,whole milk,,,,,,,,,
chocolate,tropical fruit,,,,,,,,,
coffee,whole milk,,,,,,,,,
sausage,pork,pip fruit,soda,beef,fruit/vegetable juice,root vegetables,berries,misc. beverages,,
tropical fruit,candy,salt,,,,,,,,
whole milk,yogurt,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
citrus fruit,beef,,,,,,,,,
salt,seasonal products,,,,,,,,,
soda,shopping bags,,,,,,,,,
citrus fruit,sausage,bottled beer,herbs,,,,,,,
other vegetables,margarine,,,,,,,,,
whole milk,domestic eggs,bottled beer,bottled beer,,,,,,,
onions,specialty chocolate,canned fruit,,,,,,,,
whole milk,pip fruit,,,,,,,,,
fruit/vegetable juice,berries,,,,,,,,,
sausage,root vegetables,,,,,,,,,
rolls/buns,frozen meals,,,,,,,,,
coffee,butter,,,,,,,,,
tropical fruit,soda,rolls/buns,,,,,,,,
whole milk,dish cleaner,frozen fish,newspapers,,,,,,,
salty snack,newspapers,,,,,,,,,
dessert,margarine,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
pork,spread cheese,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
soft cheese,pork,white bread,fruit/vegetable juice,,,,,,,
pork,soda,,,,,,,,,
rolls/buns,specialty chocolate,,,,,,,,,
ready soups,shopping bags,,,,,,,,,
liquor,rolls/buns,frozen meals,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
butter,softener,,,,,,,,,
citrus fruit,soda,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
misc. beverages,pet care,,,,,,,,,
canned beer,sliced cheese,,,,,,,,,
whole milk,detergent,,,,,,,,,
canned beer,turkey,,,,,,,,,
chocolate,tea,,,,,,,,,
chicken,hygiene articles,,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
cat food,whipped/sour cream,whole milk,,,,,,,,
tropical fruit,pip fruit,rolls/buns,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
whole milk,napkins,,,,,,,,,
organic sausage,frozen meals,sugar,,,,,,,,
shopping bags,domestic eggs,,,,,,,,,
beef,pip fruit,,,,,,,,,
canned beer,tropical fruit,root vegetables,other vegetables,,,,,,,
fish,yogurt,,,,,,,,,
sausage,other vegetables,waffles,,,,,,,,
bottled water,whole milk,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
other vegetables,Instant food products,sugar,,,,,,,,
whipped/sour cream,cat food,,,,,,,,,
sausage,yogurt,,,,,,,,,
curd,cream cheese ,,,,,,,,,
other vegetables,rolls/buns,domestic eggs,,,,,,,,
rolls/buns,cake bar,,,,,,,,,
chicken,waffles,,,,,,,,,
photo/film,white bread,,,,,,,,,
soda,mayonnaise,,,,,,,,,
bottled water,waffles,white bread,,,,,,,,
sausage,salty snack,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
canned fish,newspapers,,,,,,,,,
whole milk,shopping bags,curd,,,,,,,,
white bread,popcorn,,,,,,,,,
root vegetables,pickled vegetables,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
sausage,sausage,,,,,,,,,
chewing gum,ice cream,,,,,,,,,
pasta,soda,,,,,,,,,
butter,chewing gum,,,,,,,,,
frozen vegetables,onions,,,,,,,,,
dish cleaner,waffles,,,,,,,,,
rolls/buns,cat food,,,,,,,,,
other vegetables,curd,yogurt,pudding powder,,,,,,,
herbs,whole milk,,,,,,,,,
processed cheese,waffles,,,,,,,,,
spread cheese,pork,,,,,,,,,
flower (seeds),domestic eggs,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
chicken,beef,white bread,semi-finished bread,,,,,,,
soda,liver loaf,,,,,,,,,
pip fruit,onions,,,,,,,,,
baking powder,frozen potato products,,,,,,,,,
bottled water,pastry,,,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
onions,waffles,,,,,,,,,
roll products ,root vegetables,mayonnaise,,,,,,,,
tropical fruit,whole milk,shopping bags,,,,,,,,
specialty bar,bottled water,dental care,,,,,,,,
pork,flour,,,,,,,,,
flour,bottled water,,,,,,,,,
other vegetables,mayonnaise,fruit/vegetable juice,,,,,,,,
ice cream,yogurt,,,,,,,,,
margarine,beverages,,,,,,,,,
citrus fruit,waffles,female sanitary products,,,,,,,,
curd,whole milk,bottled water,,,,,,,,
beverages,yogurt,,,,,,,,,
rolls/buns,sugar,,,,,,,,,
long life bakery product,napkins,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
butter,yogurt,,,,,,,,,
soda,domestic eggs,,,,,,,,,
tropical fruit,pastry,rolls/buns,,,,,,,,
rolls/buns,brown bread,,,,,,,,,
frankfurter,finished products,canned beer,hamburger meat,packaged fruit/vegetables,whipped/sour cream,curd,sweet spreads,white bread,,
curd,long life bakery product,,,,,,,,,
sausage,bottled beer,,,,,,,,,
seasonal products,white bread,,,,,,,,,
bottled beer,bottled beer,,,,,,,,,
frozen fish,whole milk,,,,,,,,,
pastry,brown bread,yogurt,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
bottled water,curd,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
herbs,pip fruit,,,,,,,,,
other vegetables,whole milk,yogurt,hard cheese,bottled beer,,,,,,
other vegetables,whole milk,,,,,,,,,
white bread,rolls/buns,whipped/sour cream,,,,,,,,
onions,curd,,,,,,,,,
beef,other vegetables,bottled water,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
misc. beverages,waffles,bottled beer,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
sausage,rolls/buns,misc. beverages,processed cheese,,,,,,,
soda,other vegetables,,,,,,,,,
canned beer,ice cream,,,,,,,,,
tropical fruit,coffee,dessert,fruit/vegetable juice,,,,,,,
other vegetables,pastry,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
bottled beer,frozen vegetables,,,,,,,,,
rolls/buns,pickled vegetables,,,,,,,,,
tropical fruit,hamburger meat,,,,,,,,,
whole milk,margarine,canned vegetables,,,,,,,,
canned beer,yogurt,white bread,,,,,,,,
herbs,newspapers,brown bread,,,,,,,,
ketchup,rolls/buns,,,,,,,,,
UHT-milk,flower soil/fertilizer,salty snack,,,,,,,,
pip fruit,processed cheese,yogurt,,,,,,,,
yogurt,pip fruit,,,,,,,,,
pip fruit,candy,,,,,,,,,
rolls/buns,soda,,,,,,,,,
pip fruit,dessert,sauces,,,,,,,,
other vegetables,mustard,,,,,,,,,
spread cheese,newspapers,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
frankfurter,shopping bags,bottled water,,,,,,,,
bottled water,meat spreads,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
brown bread,canned beer,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
butter milk,butter,,,,,,,,,
chocolate,coffee,,,,,,,,,
margarine,bottled water,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
curd,bottled beer,hamburger meat,sweet spreads,,,,,,,
frankfurter,oil,soda,,,,,,,,
sausage,canned beer,,,,,,,,,
whole milk,cleaner,,,,,,,,,
canned fish,ice cream,,,,,,,,,
white bread,curd cheese,,,,,,,,,
yogurt,tropical fruit,,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
misc. beverages,tropical fruit,yogurt,specialty chocolate,,,,,,,
pot plants,citrus fruit,,,,,,,,,
chicken,whole milk,curd,frozen meals,beverages,,,,,,
tropical fruit,red/blush wine,,,,,,,,,
cream cheese ,newspapers,,,,,,,,,
spread cheese,whole milk,,,,,,,,,
other vegetables,whole milk,bottled beer,,,,,,,,
frankfurter,whole milk,,,,,,,,,
dishes,frozen fish,,,,,,,,,
soda,beverages,fruit/vegetable juice,,,,,,,,
ham,whole milk,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
other vegetables,pork,herbs,oil,,,,,,,
berries,napkins,,,,,,,,,
pip fruit,frozen meals,white bread,brown bread,fruit/vegetable juice,pastry,,,,,
chocolate marshmallow,specialty chocolate,,,,,,,,,
berries,pastry,,,,,,,,,
misc. beverages,root vegetables,frozen vegetables,rolls/buns,,,,,,,
soda,other vegetables,,,,,,,,,
beef,other vegetables,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
pet care,frozen vegetables,spices,,,,,,,,
citrus fruit,liquor (appetizer),,,,,,,,,
chicken,cake bar,,,,,,,,,
frankfurter,whole milk,whole milk,,,,,,,,
meat,other vegetables,,,,,,,,,
sausage,Instant food products,,,,,,,,,
whole milk,coffee,chewing gum,,,,,,,,
finished products,whole milk,other vegetables,cling film/bags,,,,,,,
chicken,soups,bottled water,,,,,,,,
butter,semi-finished bread,,,,,,,,,
frankfurter,citrus fruit,whole milk,,,,,,,,
salty snack,rolls/buns,,,,,,,,,
salty snack,canned beer,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
root vegetables,baking powder,,,,,,,,,
whole milk,cling film/bags,,,,,,,,,
bottled water,chocolate,,,,,,,,,
margarine,whole milk,,,,,,,,,
dishes,chewing gum,,,,,,,,,
soda,butter,,,,,,,,,
frozen meals,pickled vegetables,,,,,,,,,
turkey,condensed milk,yogurt,,,,,,,,
bottled water,butter,,,,,,,,,
sausage,pasta,,,,,,,,,
canned beer,soda,frozen vegetables,,,,,,,,
curd,curd,rolls/buns,,,,,,,,
shopping bags,frozen meals,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
canned beer,canned beer,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
margarine,herbs,,,,,,,,,
cream cheese ,candy,,,,,,,,,
pastry,frozen fish,,,,,,,,,
chicken,whole milk,,,,,,,,,
beef,candles,,,,,,,,,
whole milk,yogurt,semi-finished bread,,,,,,,,
whole milk,other vegetables,other vegetables,sugar,,,,,,,
pork,sliced cheese,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
packaged fruit/vegetables,chocolate,,,,,,,,,
salty snack,butter milk,,,,,,,,,
fruit/vegetable juice,butter,,,,,,,,,
white bread,brown bread,,,,,,,,,
root vegetables,pickled vegetables,,,,,,,,,
pip fruit,tropical fruit,whole milk,,,,,,,,
tropical fruit,pastry,,,,,,,,,
pork,oil,,,,,,,,,
frankfurter,hygiene articles,bottled beer,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
soda,soft cheese,,,,,,,,,
curd,cream cheese ,nut snack,chocolate marshmallow,yogurt,female sanitary products,,,,,
whipped/sour cream,bottled water,specialty vegetables,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
pet care,spread cheese,,,,,,,,,
cream cheese ,toilet cleaner,,,,,,,,,
bottled water,bottled water,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
other vegetables,whole milk,root vegetables,domestic eggs,,,,,,,
dessert,brown bread,,,,,,,,,
chocolate,long life bakery product,,,,,,,,,
beef,pip fruit,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
hard cheese,whole milk,,,,,,,,,
pot plants,grapes,brown bread,other vegetables,kitchen towels,,,,,,
yogurt,berries,,,,,,,,,
root vegetables,dessert,whisky,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
whole milk,waffles,,,,,,,,,
liqueur,yogurt,,,,,,,,,
soda,onions,pastry,,,,,,,,
soda,spices,shopping bags,,,,,,,,
whole milk,butter milk,beverages,,,,,,,,
rolls/buns,pork,,,,,,,,,
meat,butter milk,,,,,,,,,
whole milk,domestic eggs,long life bakery product,,,,,,,,
frankfurter,chocolate,,,,,,,,,
specialty chocolate,specialty cheese,,,,,,,,,
pastry,specialty cheese,soap,rolls/buns,,,,,,,
yogurt,yogurt,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
rolls/buns,flower (seeds),,,,,,,,,
cleaner,shopping bags,,,,,,,,,
beef,newspapers,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
white bread,chocolate marshmallow,,,,,,,,,
other vegetables,sausage,white bread,soda,,,,,,,
margarine,newspapers,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
shopping bags,soda,,,,,,,,,
grapes,meat spreads,domestic eggs,,,,,,,,
flower (seeds),honey,,,,,,,,,
herbs,grapes,,,,,,,,,
popcorn,flour,,,,,,,,,
root vegetables,mayonnaise,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
newspapers,rolls/buns,,,,,,,,,
soda,bottled beer,,,,,,,,,
chicken,frozen meals,napkins,,,,,,,,
house keeping products,newspapers,,,,,,,,,
yogurt,sugar,,,,,,,,,
shopping bags,UHT-milk,,,,,,,,,
berries,candy,,,,,,,,,
tropical fruit,misc. beverages,,,,,,,,,
tropical fruit,coffee,canned vegetables,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
dessert,soda,,,,,,,,,
turkey,long life bakery product,,,,,,,,,
tropical fruit,tropical fruit,,,,,,,,,
photo/film,white wine,other vegetables,brown bread,canned fish,margarine,sliced cheese,,,,
detergent,whole milk,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
tropical fruit,whole milk,dish cleaner,yogurt,newspapers,,,,,,
canned beer,other vegetables,,,,,,,,,
citrus fruit,grapes,,,,,,,,,
hamburger meat,frozen vegetables,,,,,,,,,
frankfurter,red/blush wine,,,,,,,,,
chicken,pastry,candles,,,,,,,,
canned beer,margarine,,,,,,,,,
whole milk,baking powder,,,,,,,,,
pastry,margarine,,,,,,,,,
tropical fruit,curd,brown bread,,,,,,,,
cooking chocolate,chewing gum,,,,,,,,,
rolls/buns,soda,,,,,,,,,
tropical fruit,specialty chocolate,,,,,,,,,
root vegetables,rolls/buns,whole milk,,,,,,,,
specialty chocolate,pet care,,,,,,,,,
specialty chocolate,white bread,,,,,,,,,
whipped/sour cream,oil,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
root vegetables,frozen vegetables,pet care,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
curd cheese,UHT-milk,,,,,,,,,
pork,specialty chocolate,,,,,,,,,
meat,shopping bags,UHT-milk,,,,,,,,
berries,candy,rolls/buns,,,,,,,,
whipped/sour cream,canned beer,,,,,,,,,
frankfurter,pot plants,brown bread,,,,,,,,
dessert,rolls/buns,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
canned beer,tropical fruit,newspapers,,,,,,,,
domestic eggs,root vegetables,,,,,,,,,
berries,butter,tea,,,,,,,,
shopping bags,cake bar,,,,,,,,,
root vegetables,yogurt,pickled vegetables,,,,,,,,
pastry,root vegetables,,,,,,,,,
turkey,specialty bar,,,,,,,,,
frozen meals,root vegetables,cat food,,,,,,,,
yogurt,pip fruit,,,,,,,,,
yogurt,cream cheese ,,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
meat,citrus fruit,chocolate,pastry,rolls/buns,,,,,,
white bread,cleaner,,,,,,,,,
other vegetables,fruit/vegetable juice,white bread,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
yogurt,soda,,,,,,,,,
whole milk,pasta,,,,,,,,,
candy,chewing gum,,,,,,,,,
soda,other vegetables,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
pork,citrus fruit,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
beef,berries,,,,,,,,,
cream cheese ,whipped/sour cream,,,,,,,,,
male cosmetics,oil,,,,,,,,,
other vegetables,pip fruit,dessert,red/blush wine,,,,,,,
zwieback,UHT-milk,,,,,,,,,
pork,canned beer,specialty bar,,,,,,,,
canned beer,white bread,,,,,,,,,
chocolate,ice cream,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
sausage,ice cream,,,,,,,,,
pork,pastry,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
margarine,canned fish,,,,,,,,,
chocolate,yogurt,,,,,,,,,
frankfurter,bottled beer,whipped/sour cream,margarine,,,,,,,
root vegetables,whole milk,bottled water,canned vegetables,,,,,,,
other vegetables,whole milk,,,,,,,,,
curd,curd,,,,,,,,,
tropical fruit,coffee,,,,,,,,,
soda,yogurt,,,,,,,,,
semi-finished bread,other vegetables,,,,,,,,,
canned beer,photo/film,,,,,,,,,
hamburger meat,shopping bags,,,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
whole milk,butter,,,,,,,,,
other vegetables,soda,brown bread,whole milk,yogurt,cling film/bags,brown bread,pastry,,,
citrus fruit,other vegetables,,,,,,,,,
yogurt,whole milk,onions,sugar,,,,,,,
hamburger meat,dessert,,,,,,,,,
pork,cleaner,,,,,,,,,
sausage,soda,,,,,,,,,
misc. beverages,salt,,,,,,,,,
other vegetables,ice cream,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
frozen meals,whole milk,,,,,,,,,
chicken,shopping bags,,,,,,,,,
rolls/buns,semi-finished bread,,,,,,,,,
sausage,bottled beer,bottled water,,,,,,,,
yogurt,butter,,,,,,,,,
shopping bags,other vegetables,,,,,,,,,
hamburger meat,whole milk,pet care,meat,other vegetables,rolls/buns,grapes,oil,,,
margarine,berries,yogurt,coffee,soda,chewing gum,,,,,
liver loaf,other vegetables,,,,,,,,,
pet care,whole milk,,,,,,,,,
beef,canned beer,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
soda,other vegetables,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
sausage,whole milk,root vegetables,citrus fruit,,,,,,,
whole milk,other vegetables,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
finished products,bottled beer,,,,,,,,,
whole milk,pastry,,,,,,,,,
tropical fruit,specialty bar,,,,,,,,,
roll products ,shopping bags,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
coffee,packaged fruit/vegetables,,,,,,,,,
butter,frozen vegetables,,,,,,,,,
pot plants,butter milk,margarine,,,,,,,,
beef,processed cheese,other vegetables,spices,,,,,,,
waffles,whole milk,meat spreads,,,,,,,,
other vegetables,whole milk,,,,,,,,,
frankfurter,margarine,whole milk,soda,margarine,brown bread,margarine,frozen vegetables,,,
rolls/buns,other vegetables,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
butter,long life bakery product,pickled vegetables,,,,,,,,
tropical fruit,butter milk,shopping bags,,,,,,,,
butter,white bread,,,,,,,,,
pip fruit,hard cheese,,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
butter,cake bar,ice cream,fruit/vegetable juice,,,,,,,
butter,mayonnaise,,,,,,,,,
frozen potato products,whole milk,pastry,rolls/buns,candy,bottled beer,,,,,
whole milk,rolls/buns,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
bottled beer,butter,,,,,,,,,
frankfurter,frankfurter,whole milk,canned fish,,,,,,,
dessert,UHT-milk,margarine,,,,,,,,
sugar,fruit/vegetable juice,margarine,,,,,,,,
misc. beverages,bottled water,other vegetables,coffee,,,,,,,
beverages,whole milk,onions,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
beef,whole milk,,,,,,,,,
chicken,frozen vegetables,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
pastry,chewing gum,,,,,,,,,
soda,whole milk,,,,,,,,,
beef,whole milk,,,,,,,,,
berries,margarine,,,,,,,,,
skin care,frankfurter,root vegetables,fruit/vegetable juice,,,,,,,
shopping bags,whole milk,,,,,,,,,
photo/film,soda,,,,,,,,,
citrus fruit,roll products ,,,,,,,,,
chewing gum,rolls/buns,,,,,,,,,
frankfurter,curd,,,,,,,,,
tropical fruit,root vegetables,candy,yogurt,rolls/buns,,,,,,
frankfurter,zwieback,other vegetables,liquor,bottled water,,,,,,
ham,dessert,yogurt,,,,,,,,
margarine,shopping bags,pickled vegetables,rolls/buns,,,,,,,
bottled water,brown bread,,,,,,,,,
pastry,whole milk,soda,Instant food products,,,,,,,
rolls/buns,whole milk,shopping bags,,,,,,,,
butter milk,frozen vegetables,,,,,,,,,
sausage,curd,,,,,,,,,
berries,other vegetables,,,,,,,,,
